query,link,score_description,score,,In Search API?,query translated,Page title,Page title translated by Google Translate,Page views (7 days)
,/anawsterau-talu-cthem/help-a-chyngor,,,,no,,Help a chyngor,Help and advice,
,/tal-absenoldeb-mamolaeth/trosolwg,,,,no,,Trosolwg,overview,
,/treth-gwerthu-eiddo/busnesau,,,,no,,Busnesau,Business,
,/talu-taw/gwirio-bod-eich-taliad-wedi-dod-i-law,,,,no,,Gwirio bod eich taliad wedi dod i law,Checking your payment has been received,
,/tal-salwch-statudol/trosolwg,,,,no,,Trosolwg,overview,
,/benthyciadau-trefnu/sut-maent-yn-gweithio,,,,no,,Sut maent yn gweithio,How they work,
,/taliad-tanwydd-gaeaf/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/taliadau-mesothelioma-ymledol/taliadau-am-ddibynyddion,,,,no,,Taliadau am ddibynyddion,Payments for dependents,
,/cyflwyno-hawliad-i-dribiwnlys-cyflogaeth/mynd-i-wrandawiad-tribiwnlys,,,,no,,Mynd i wrandawiad tribiwnlys,Go to a tribunal hearing,
,/prisio-ystad-rhywun-sydd-wedi-marw/ystadau-wedi-eu-heithrio-31-rhagfyr-2021,,,,no,,Ystadau eithriedig  – os bu farw’r person ar neu cyn 31 Rhagfyr 2021,Exempt Estates - If the person died on or before 31 December 2021,
,/prisio-ystad-rhywun-sydd-wedi-marw/amcangyfrif-gwerth-ystad,,,,no,,Amcangyfrif gwerth yr ystâd,Estimated the value of the estate,
,/gwneud-cais-am-brofiant/ar-ol-i-chi-wneud-cais,,,,no,,Ar ôl i chi wneud cais,After you apply,
,/talu-taw/trosolwg,,,,no,,Trosolwg,overview,
,/dod-a-nwyddau-i-mewn-ir-du-at-ddefnydd-personol/pryd-i-ddatgan-nwyddau-i-dollaur-du,,,,no,,Pryd i ddatgan nwyddau i dollau’r DU,When to declare goods to UK tolls,
,/cyflogwyr-tal-absenoldeb-mamolaeth/ffurlflen-gwrthod-tal-smp1,,,,no,,Ffurlflen Gwrthod tâl SMP1,SMP1 Refusing FurfflFlflen,
,/ffurflenni-taw/sut-i-gyflwynoch-ffurflen-taw,,,,no,,Sut i gyflwyno’ch Ffurflen TAW,How to submit your VAT Form,
,/cael-help-cynilion-incwm-isel/sut-y-bydd-yn-effeithio-ar-eich-budddaliadau,,,,no,,Sut y bydd yn effeithio ar eich budd-daliadau,How will it affect your benefits,
,/tal-salwch-statudol/yr-hyn-y-byddwch-yn-ei-gael,,,,no,,Yr hyn y byddwch yn ei gael,What you get,
,/talu-treth-etifeddiant/cyfrif-banc-yr-ymadawedig,,,,no,,O gyfrif banc yr ymadawedig,From the deceased's bank account,
,/talu-psa/drwy-gerdyn-debyd-neu-gerdyn-credyd-corfforaethol-arlein,,,,no,,Drwy gerdyn debyd neu gerdyn credyd corfforaethol ar-lein,Via corporate debit card or corporate credit card,
,/lwfans-gofalwr/effaith-ar-fudddaliadau-eraill,,,,no,,Effaith ar fudd-daliadau eraill,Impact on other benefits,
,/talu-yswiriant-gwladol-dosbarth-2,,,,no,,Talu Yswiriant Gwladol Dosbarth 2 os nad ydych yn talu drwy Hunanasesiad,Pay Class 2 National Insurance If you don't pay by self -assessment,
,/gwneud-cais-am-lwfans-priodasol,,,,no,,Gwneud cais am Lwfans Priodasol,Apply for a marriage allowance,
,/cysylltu-voa,,,,no,,Cysylltu ag Asiantaeth y Swyddfa Brisio,Contact with the Valuation Office Agency,
,/dod-a-phartneriaeth-sifil-i-ben,,,,no,,Dod â phartneriaeth sifil i ben,Ending a civil partnership,
,/hawlio-budd-daliadau-os-ydych-yn-byw-symud-teithio-dramor,,,,no,,"Hawlio budd-daliadau os ydych yn byw, symud neu’n teithio dramor","Claim benefits if you live, move or travel abroad",
,/tal-absenoldeb-rhieni-profedigaeth,,,,no,,Absenoldeb a Thâl Statudol Rhieni mewn Profedigaeth,Parents' Statutory Absence and Payment,
,/dyletswyddau-atwrneiaeth-barhaus,,,,no,,Atwrneiaeth barhaus: gweithredu fel atwrnai,Ongoing Power of Attorney: acting as an attorney,
,/talu-treth-etifeddiant,,,,no,,Talu’ch bil Treth Etifeddiant,Paying your Inheritance Tax Bill,
,/cyflogwyr-tal-absenoldeb-mamolaeth/cymhwystra-a-thystiolaeth-o-feichiogrwydd,,,,no,,Cymhwystra a thystiolaeth o feichiogrwydd,Eligibility and evidence of pregnancy,
,/prisio-ystad-rhywun-sydd-wedi-marw/treth-etifeddiant-iw-thalu,,,,no,,Os oes Treth Etifeddiant yn ddyledus neu os oes angen manylion llawn,If inheritance tax is due or required full details,
,/mynediad-at-waith/hawlio-och-grant,,,,no,,Hawlio arian o’ch grant,Claim money from your grant,
,/anfon-ffurflen-taw/cyflwyno-ffurflen-taw-talu-bil-taw,,,,no,,Cyflwynwch eich Ffurflen TAW a thalu’ch bil TAW,Submit your VAT form and pay your VAT bill,
,/rhoi-gwybod-i-cthem-newid-manylion/newidiadau-o-ran-perthynas-neu-deulu,,,,no,,Newidiadau o ran perthynas neu deulu,Changes in relation to a relationship or family,
,/absenoldeb-a-thal-ar-y-cyd-i-rieni-canllaw-i-gyflogwyr/dechrau-absenoldeb-ar-y-cyd-i-rieni,,,,no,,Dechrau Absenoldeb ar y Cyd i Rieni,Starting joint leave for parents,
,/lwfansau-cyfalaf/trosolwg,,,,no,,Trosolwg,overview,
,/talu-treth-twe/cyfeirnodau-ar-gyfer-taliadau-cynnar-a-hwyr,,,,no,,Cyfeirnodau ar gyfer taliadau cynnar a hwyr,References for early and late payments,
,/talu-yswiriant-gwladol-dosbarth-3-gwirfoddol/cymeradwyo-taliad-gan-ddefnyddioch-cyfrif-banc-ar-lein,,,,no,,Cymeradwyo taliad gan ddefnyddio’ch cyfrif banc ar-lein,Approve payment using your online bank account,
,/dod-a-nwyddau-i-mewn-ir-du-at-ddefnydd-personol/teithio-rhwng-prydain-fawr-a-gogledd-iwerddon,,,,no,,Teithio rhwng Prydain Fawr a Gogledd Iwerddon,Travel between Great Britain and Northern Ireland,
,/atwrneiaeth/terfynuch-atwrneiaeth-arhosol,,,,no,,Terfynu’ch atwrneiaeth arhosol,Terminating your lasting power of attorney,
,/lwfansau-cyfalaf/yr-hyn-y-gallwch-ei-hawlio,,,,no,,Yr hyn y gallwch ei hawlio,What you can claim,
,/yswiriant-gwladol/trosolwg,,,,no,,Trosolwg,overview,
,/gwasanaeth-cynhaliaeth-plant/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/talu-cosb-twe/-cherdyn-debyd-neu-gerdyn-credyd-corfforaethol-arlein,,,,no,,Â cherdyn debyd neu gerdyn credyd corfforaethol ar-lein,Have a debit card or corporate credit card online,
,/cymorth-i-recriwtwyr-gan-y-ganolfan-byd-gwaith/trosolwg,,,,no,,Trosolwg,overview,
,/budd-dal-tai/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/tal-absenoldeb-tadolaeth/cymhwystra,,,,no,,Cymhwystra,Eligibility,
,/lwfans-rhaint-gweddw/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/anghytuno-phenderfyniad-treth/esgusodion-rhesymol,,,,no,,Esgusodion rhesymol,Reasonable excuses,
,/tal-absenoldeb-mamolaeth/cymorth-ychwanegol,,,,no,,Cymorth ychwanegol,Extra help,
,/hawlio-budd-daliadau-os-ydych-yn-byw-symud-teithio-dramor/budd-daliadau-ar-gyfer-gofalwyr-a-phobl-ag-anabledd,,,,no,,Budd-daliadau ar gyfer gofalwyr a phobl ag anabledd,Benefits for carers and people with a disability,
,/tal-salwch-statudol-arweiniad-i-gyflogwyr/help-gyda-thal-salwch,,,,no,,Help gyda thâl salwch,Help with sick pay,
,/absenoldeb-a-thal-ar-y-cyd-i-rieni-canllaw-i-gyflogwyr/cadw-cofnodion,,,,no,,Cadw cofnodion,Keep a record,
,/cyflwyno-hawliad-i-dribiwnlys-cyflogaeth/pryd-allwch-wneud-hawliad,,,,no,,Pryd allwch wneud hawliad,When can you make a claim,
,/taliad-niwed-trwy-frechiad/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/absenoldeb-a-thal-ar-y-cyd-i-rieni-canllaw-i-gyflogwyr/help-gyda-thl-statudol,,,,no,,Help gyda thâl statudol,Help with statutory pay,
,/lwfans-gofalwr/sut-maen-gweithio,,,,no,,Sut mae’n gweithio,How it works,
,/pensiwn-y-wladwriaeth-newydd/eich-cofnod-yswiriant-gwladol-ach-pensiwn-y-wladwriaeth,,,,no,,Eich cofnod Yswiriant Gwladol a'ch Pensiwn y Wladwriaeth,Your National Insurance Record and State Pension,
,/absenoldeb-a-thal-ar-y-cyd-i-rieni/cymhwystra-ar-gyfer-mabwysiadwyr,,,,no,,Cymhwystra ar gyfer mabwysiadwyr neu rieni sy’n defnyddio mam fenthyg,Eligibility for adopters or parents who use mother borrowed,
,/treth-gwerthu-eiddo/yr-hyn-talu-treth-arno,,,,no,,Yr hyn rydych yn talu’r dreth arno,What you pay the tax on,
,/lwfans-ceisio-gwaith/rhoi-gwybod-am-newid-mewn-amgylchiadau,,,,no,,Rhoi gwybod am newid mewn amgylchiadau,Report a change in circumstances,
,/cael-rhif-eori/gwneud-cais-am-eori,,,,no,,Gwneud cais am rif EORI,Apply for Eii Number,
,/gwneud-cais-am-brofiant/cyn-ichi-wneud-cais,,,,no,,Cyn ichi wneud cais,Before you apply,
,/treth-enillion-cyfalaf/yr-hyn-rydych-yn-talu-r-dreth-arno,,,,no,,Yr hyn rydych yn talu’r dreth arno,What you pay the tax on,
,/cyflyrau-iechyd-anabledd-credyd-cynhwysol/trosolwg,,,,no,,Trosolwg,overview,
,/cap-ar-fudd-daliadau/cymorth-gyda-eich-cap-ar-fudddaliadau,,,,no,,Help os yw'r cap budd-daliadau yn effeithio arnoch chi,Help if the benefit cap affects you,
,/cyflwyno-hawliad-i-dribiwnlys-cyflogaeth/os-byddwch-yn-colli-eich-achos,,,,no,,Os byddwch yn colli eich achos,If you lose your case,
,/talu-taw/cymeradwyo-taliad-drwych-cyfrif-banc-arlein,,,,no,,Cymeradwyo taliad drwy’ch cyfrif banc ar-lein,Approve payment via your online bank account,
,/dod-a-phartneriaeth-sifil-i-ben/gwneud-cais-am-orchymyn-amodol,,,,no,,Gwneud cais am orchymyn amodol,Apply for a conditional order,
,/credyd-cynhwysol/cymorth-ariannol-arall,,,,no,,Cymorth ariannol arall,Another financial assistance,
,/lwfans-rhaint-gweddw/newid-mewn-amgylchiadau,,,,no,,Newid mewn amgylchiadau,Change in circumstances,
,/tablau-cyfraddau-treth-cerbyd/cyfraddau-am-gartrefi-modur,,,,no,,Cartrefi modur,Motor homes,
,/talu-toll-peiriannau-hapchwarae,,,,no,,Talu’r Doll Peiriannau Hapchwarae,Pay the gaming machines toll,
,/talu-taw,,,,no,,Talu eich bil TAW,Paying your VAT Bill,
,/nwyddau-a-anfonir-o-dramor,,,,no,,Treth a thollau ar gyfer nwyddau a anfonir o dramor,Tax and tolls for goods sent from abroad,
,/gwirio-treth-incwm-ychwanegol,,,,no,,Gwirio a oes angen i chi roi gwybod i CThEM am incwm ychwanegol,Checking if you need to inform HMRC for additional income,
,/cwyno-am-cthem,,,,no,,Cwyno am CThEF ar-lein,Complain about cthef online,
,/gwirio-cofrestriad-cyfanwerthwr-alcohol,,,,no,,Gwirio a yw cyfanwerthwr alcohol wedi'i gymeradwyo,Check if alcohol wholesaler has been approved,
,/cyflwyno-adroddiad-cyfryngwr-cyflogaeth,,,,no,,Cyflwyno adroddiad cyfryngwr cyflogaeth,The submission of an employment mediator report,
,/tal-absenoldeb-mabwysiadu,,,,no,,Tâl ac absenoldeb mabwysiadu,Pay and Absence of Adoption,
,/cyfriflen-pensiwn-y-wladwriaeth,,,,no,,Cael cyfriflen Pensiwn y Wladwriaeth,Get State Pension statement,
,/treth-cerbyd-hgv,,,,no,,Gwneud cais i drethu Cerbyd Nwyddau Trwm (HGV),Apply to tax heavy goods vehicle (HGV),
,/talu-psa/debyd-uniongyrchol,,,,no,,Debyd Uniongyrchol,Direct Debit,
,/dod-ddirprwy/cwblhau-eich-adroddiad-dirprwy,,,,no,,Cwblhau eich adroddiad dirprwy,Complete your proxy report,
,/atal-cais-am-brofiant/gwneud-cais-i-gofnodi-cafeat,,,,no,,Gwneud cais i gofnodi cafeat,Apply to record cafeat,
,/ymddiriedolaethau-trethi/mathau-o-ymddiriedolaethau,,,,no,,Mathau o ymddiriedolaethau,Types of Trusts,
,/sut-i-ddatrys-anghydfod-rhwng-cymdogion/trosolwg,,,,no,,Trosolwg,overview,
,/lwfans-gweini/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/taluch-bil-treth-hunanasesiad/cymeradwyo-taliad-drwych-cyfrif-banc-ar-lein,,,,no,,Cymeradwyo taliad gan ddefnyddio’ch cyfrif banc ar-lein,Approve payment using your online bank account,
,/taliad-tanwydd-gaeaf/rhoi-gwybod-am-newid-mewn-amgylchiadau,,,,no,,Rhoi gwybod am newid mewn amgylchiadau,Report a change in circumstances,
,/premiymau-anabledd-cymhorthdal-incwm/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/cael-rhif-eori/cael-help,,,,no,,Rhoi gwybod am newid mewn amgylchiadau neu gael help,Report a change in circumstances or get help,
,/talu-treth-gorfforaeth/gwirio-bod-eich-taliad-wedi-dod-i-law,,,,no,,Gwirio bod eich taliad wedi dod i law,Checking your payment has been received,
,/deall-eich-bil-treth-hunanasesiad/taliadau-ar-gyfrif,,,,no,,Taliadau ar gyfrif,Payments on account,
,/pensiwn-y-wladwriaeth-newydd/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/budd-dal-plant-plentyn-rhiant-yn-marw/os-yw-plentyn-yn-marw,,,,no,,Os yw plentyn yn marw,If a child dies,
,/cofrestru-tir-neu-eiddo-gyda-chofrestrfa-tir-em/cofrestru-am-y-tro-cyntaf,,,,no,,Cofrestru am y tro cyntaf,Registered for the first time,
,/toll-peiriannau-hapchwarae/trosolwg,,,,no,,Trosolwg,overview,
,/costau-tai-a-chredyd-cynhwysol/rhentu-gan-yr-awdurdod-lleol-neur-gymdeithas-dai,,,,no,,Rhentu gan yr awdurdod lleol neu'r gymdeithas dai,Rent by the local authority or housing association,
,/ymddiriedolaethau-trethi/ymddiriedolaethau-a-threth-incwm,,,,no,,Ymddiriedolaethau a Threth Incwm,Trusts and income taxes,
,/aros-yn-eiddo-eich-partner-pan-fyddwch-yn-ysgaru-neun-gwahanu/gwneud-cais-os-ywr-eiddo-yn-ddigofrestredig,,,,no,,Gwneud cais os yw’r eiddo yn ddigofrestredig,Apply if the property is unregistered,
,/cydberchnogaeth/gwerthu-pan-fydd-perchennog-wedi-colli-gallu-meddyliol,,,,no,,Gwerthu pan fydd perchennog wedi colli gallu meddyliol,Selling when owner has lost mental capacity,
,/sut-i-ddatrys-anghydfod-rhwng-cymdogion/siarad-ch-cymydog,,,,no,,Siarad â’ch cymydog,Talking to your neighbor,
,/help-ariannol-budd-daliadau/cartref-a-thai,,,,no,,Cartref a thai,Home and houses,
,/rhoi-gwybod-i-cthem-newid-manylion/newidiadau-incwm,,,,no,,Newidiadau incwm,Income changes,
,/benthyciadau-trefnu/edrych-os-ydych-yn-gymwys,,,,no,,Edrych os ydych yn gymwys,Look if you qualify,
,/anghytuno-phenderfyniad-treth/apelio-yn-erbyn-penderfyniad-treth,,,,no,,Apelio yn erbyn penderfyniad treth,Appealing against tax decision,
,/dod-a-nwyddau-i-mewn-ir-du-at-ddefnydd-personol/cyrraedd-prydain-fawr,,,,no,,Cyrraedd Prydain Fawr,Reached Great Britain,
,/gwasanaeth-cynhaliaeth-plant/newidiadau-mae-angen-i-chi-eu-hysbysu,,,,no,,Newidiadau mae angen i chi eu hysbysu,Changes you need to inform them,
,/rhoi-gwybod-am-eich-treth-enillion-cyfalaf-a-i-thalu/os-oes-gennych-enillion-cyfalaf-eraill-i-roi-gwybod-amdanynt,,,,no,,Os oes gennych enillion cyfalaf eraill i roi gwybod amdanynt,If you have other capital gains to report,
,/tal-absenoldeb-rhieni-profedigaeth/yr-hyn-y-gallwch-ei-gael,,,,no,,Yr hyn y gallwch ei gael,What you can get,
,/taliad-tywydd-oer/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/codau-treth/beth-mae-eich-cod-treth-yn-ei-olygu,,,,no,,Beth mae’ch cod treth yn ei olygu,What does your tax code mean,
,/pensiwn-y-wladwriaeth-newydd/byw-a-gweithio-dramor,,,,no,,Byw a gweithio dramor,Live and work abroad,
,/taliad-tanwydd-gaeaf/faint-fyddwch-chin-ei-gael,,,,no,,Faint fyddwch chi'n ei gael,How much will you get,
,/oedi-pensiwn-wladwriaeth/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/codau-treth-cyflogai/ystyr-y-llythrennau,,,,no,,Ystyr y llythrennau,The meaning of the letters,
,/ysgariad/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/absenoldeb-a-thal-ar-y-cyd-i-rieni/sut-maen-gweithio,,,,no,,Sut mae’n gweithio,How it works,
,/cofrestru-ar-gyfer-taw/pryd-i-gofrestru-ar-gyfer-TAW,,,,no,,Pryd i gofrestru ar gyfer TAW,When to register for VAT,
,/treth-enillion-cyfalaf/lwfansau,,,,no,,Lwfansau Treth Enillion Cyfalaf,Capital Gains Tax Allowances,
,/cymryd-cerbydau-y-tu-allan-ir-du/trethi-os-ydych-yn-prynu-cerbyd-newydd-iw-gymryd-dramor,,,,no,,Trethi os ydych yn prynu cerbyd newydd i’w gymryd dramor,Taxes if you buy a new vehicle to take abroad,
,/mynediad-at-waith/gwneud-cais,,,,no,,Gwneud cais am Fynediad at Waith,Apply for access to work,
,/benthyciadau-trefnu/ar-ol-i-chi-wneud-cais,,,,no,,Ar ôl i chi wneud cais,After you apply,
,/dod-ddirprwy/gwneud-cais-i-fod-yn-ddirprwy-eiddo-a-materion-ariannol,,,,no,,Gwneud cais i fod yn ddirprwy eiddo a materion ariannol,Apply to be Deputy Properties and Money Matters,
,/cofrestru-ar-gyfer-a-chyflwynoch-ffurflen-dreth-hunanasesiad/ddim-yn-hunangyflogedig,,,,no,,Cofrestru os nad ydych yn hunangyflogedig,Register if you are not self -employed,
,/llyfr-log-cerbyd/os-na-allwch-gael-llyfr-log-arlein,,,,no,,Os na allwch gael llyfr log ar-lein,If you can't get an online log book,
,/anfon-ffurflen-taw/llog-tandalu-gordalu-taw,,,,no,,Llog ar TAW wedi’i thandalu neu ei gordalu,Interest on VAT undergrounded or overpaid,
,/cadw-cofnodion-taw/anfonebau-taw,,,,no,,Anfonebau TAW,VAT invoices,
,/taluch-bil-treth-hunanasesiad/manylion-banc,,,,no,,Gwneud trosglwyddiad banc ar-lein neu dros y ffôn,Make a bank transfer online or by phone,
,/cadw-cofnodion-taw/cofrestru-am-y-cynllun-troi-treth-yn-ddigidol-ar-gyfer-taw,,,,no,,Cofrestru am y cynllun Troi Treth yn Ddigidol ar gyfer TAW,Register for the Digital Tax Turning Scheme for VAT,
,/ad-dalu-eich-benthyciad-myfyrwyr/pa-gynllun-ad-dalu-rydych-chi-arno,,,,no,,Pa gynllun ad-dalu yr ydych yn perthyn iddo,Which repayment plan you belong to,
,/cael-help-cynilion-incwm-isel/sut-maen-gweithio,,,,no,,Sut mae’n gweithio,How it works,
,/hawlio-budd-daliadau-os-ydych-yn-byw-symud-teithio-dramor/trosolwg,,,,no,,Trosolwg,overview,
,/ad-daliad-dirprwyaeth/sut-mae-hawlio,,,,no,,Sut mae hawlio,How to claim,
,/budd-dal-anabledd-anafiadau-diwydiannol/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/anawsterau-talu-cthem/os-na-fyddwch-yn-talu,,,,no,,Os na fyddwch yn cysylltu â CThEF neu os byddwch yn gwrthod talu,If you do not contact Cthef or you refuse to pay,
,/sut-maer-gwasanaeth-cynhaliaeth-plant-cyfrifo/sut-mae-cynhaliaeth-plant-yn-cael-ei-gyfrifo,,,,no,,Sut mae cynhaliaeth plant yn cael ei gyfrifo,How child maintenance is calculated,
,/done/adnewyddu-trwydded-yrru-feddygol,,,,no,,Rhowch adborth ar Adnewyddu eich trwydded yrru feddygol tymor byr,Give feedback on renewing your short -term medical driving license,
,/sut-i-ddatrys-anghydfod-rhwng-cymdogion,,,,no,,Datrys anghydfodau rhwng cymdogion,Resolve disputes between neighbors,
,/toll-peiriannau-hapchwarae,,,,no,,Toll Peiriannau Hapchwarae,Toll gaming machines,
,/taluch-treth-cerdyn-debyd-credyd,,,,no,,Talu eich bil treth â cherdyn debyd neu gredyd corfforaethol,Paying your tax bill with a corporate debit or credit card,
,/newid-dosbarth-treth-cerbyd,,,,no,,Newid dosbarth treth eich cerbyd,Change your vehicle's tax class,
,/cymhorthdal-incwm/rhoi-gwybod-am-newid-mewn-amgylchiadau,,,,no,,Rhoi gwybod am newid mewn amgylchiadau,Report a change in circumstances,
,/atwrneiaeth-arhosol/cofnodion-a-threuliau,,,,no,,Cofnodion a threuliau,Records and expenses,
,/help-ariannol-budd-daliadau/anabledd-a-salwch,,,,no,,Budd-daliadau anabledd a salwch,Disability and illness benefits,
,/lwfans-byw-ir-anabl-i-blant/cyfraddau-dla-i-blant,,,,no,,Cyfraddau DLA i blant,DLA rates for children,
,/elusennau-a-threth/adennill-treth,,,,no,,Adennill treth,TAX RETURN,
,/atwrneiaeth/newidiadau-y-mae-angen-i-chi-roi-gwybod-amdanynt,,,,no,,Newidiadau y mae angen i chi roi gwybod amdanynt,Changes you need to report,
,/cyfrif-cynilo-unigol/os-byddwch-yn-marw,,,,no,,Os byddwch yn marw,If you die,
,/cyflyrau-iechyd-anabledd-credyd-cynhwysol/os-ydych-chin-cael-y-premiwm-anabledd-difrifol,,,,no,,Os ydych chi'n cael y premiwm anabledd difrifol,If you get the severe disability premium,
,/sut-maer-gwasanaeth-cynhaliaeth-plant-cyfrifo/pryd-y-gall-taliadau-newid,,,,no,,Pryd y gall taliadau newid,When may payments change,
,/budd-dal-plant/sut-maen-gweithio,,,,no,,Sut mae’n gweithio,How it works,
,/rhyddhad-treth-ar-gyfer-cyflogeion/cerbydau-rydych-yn-eu-defnyddio-ar-gyfer-gwaith,,,,no,,Cerbydau rydych yn eu defnyddio ar gyfer gwaith,Vehicles you use for work,
,/debyd-uniongyrchol-treth-cerbyd/newid-taliadau,,,,no,,Newid pa mor aml rydych yn talu,Change how often you pay,
,/sut-mae-taw-yn-gweithio/trothwyon-taw,,,,no,,Trothwyon TAW,VAT thresholds,
,/help-gyda-symud-o-fudd-daliadau-i-waith/rhaglenni-chwiliad-gwaith,,,,no,,Rhaglenni Chwiliad gwaith,Work search programs,
,/ad-dalu-eich-benthyciad-myfyrwyr/diweddaru-eich-manylion-cyflogaeth,,,,no,,Diweddaru manylion eich cyflogaeth,Update your employment,
,/dyletswyddau-atwrneiaeth-barhaus/eich-dyletswyddau,,,,no,,Eich dyletswyddau,Your duties,
,/gwneud-penderfyniadau-dros-rywun/asesu-galluedd-meddyliol,,,,no,,Gwirio galluedd meddyliol,Checking mental capacity,
,/lwfansau-cyfalaf/lwfansau-blwyddyn-gyntaf,,,,no,,Lwfansau blwyddyn gyntaf o 100%,100% first year allowances,
,/ad-dalu-eich-benthyciad-myfyrwyr/sut-y-byddwch-yn-ad-dalu,,,,no,,Sut mae ad-dalu,How to Refund,
,/talu-treth-gorfforaeth/cymeradwyo-taliad-drwych-cyfrif-banc-ar-lein,,,,no,,Cymeradwyo taliad drwy’ch cyfrif banc ar-lein,Approve payment via your online bank account,
,/gordaliadau-budd-dal/sut-i-wneud-addaliad,,,,no,,Sut i wneud ad-daliad,How to make a refund,
,/atwrneiaeth-arhosol/newidiadau-y-mae-angen-i-chi-roi-gwybod-amdanynt,,,,no,,Newidiadau y mae angen i chi roi gwybod amdanynt,Changes you need to report,
,/gwasanaeth-cynhaliaeth-plant/anghytundebau-ynghylch-bod-yn-rhiant,,,,no,,Anghytundebau ynghylch bod yn rhiant,Disagreements about being a parent,
,/pensiwn-y-wladwriaeth-newydd/etifeddu-neu-gynyddu-pensiwn-y-wladwriaeth-o-briod-neu-bartner-sifil,,,,no,,Etifeddu neu gynyddu Pensiwn y Wladwriaeth o briod neu bartner sifil,Inherited or increased state pension from spouse or civil partner,
,/ffurflenni-taw/llog-ar-taw-wedii-thandalu-neu-ei-gordalu,,,,no,,Llog ar TAW wedi’i thandalu neu ei gordalu,Interest on VAT undergrounded or overpaid,
,/talu-treth-etifeddiant/talun-gynnar,,,,no,,Talwch yn gynnar er mwyn osgoi llog,Pay early to avoid interest,
,/cofrestru-ar-gyfer-a-chyflwynoch-ffurflen-dreth-hunanasesiad/hunangyflogedig,,,,no,,Cofrestru os ydych yn hunangyflogedig,Register if you are self -employed,
,/help-ariannol-gyda-thal-statudol/adennill,,,,no,,Yr hyn y gallwch ei adennill,What you can recover,
,/talu-cosb-twe/gwneud-trosglwyddiad-banc-arlein-neu-dros-y-ffn,,,,no,,Gwneud trosglwyddiad banc ar-lein neu dros y ffôn,Make a bank transfer online or by phone,
,/budd-dal-tai/cefnogi-eich-cais,,,,no,,Cefnogi eich cais,Support your request,
,/cydberchnogaeth/gwirio-manylion-eich-perchnogaeth,,,,no,,Gwirio manylion eich perchnogaeth,Checking your ownership details,
,/ymddiriedolaethau-trethi/ymddiriedolaethau-a-threth-enillion-cyfalaf,,,,no,,Ymddiriedolaethau a Threth Enillion Cyfalaf,Trusts and Capital Earnings Tax,
,/beth-iw-wneud-os-ywch-cerbyd-wedi-cael-ei-ddwyn/ad-daliad-treth-cerbyd,,,,no,,Cael ad-daliad treth cerbyd,Get a vehicle tax refund,
,/nwyddau-a-anfonir-o-dramor/trosolwg,,,,no,,Trosolwg,overview,
,/credyd-pensiwn/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/talu-cosb-am-gyflwyno-n-hwyr-ar-gyfer-cynllun-y-diwydiant-adeiladu-cis/drwy-gerdyn-debyd-neu-gerdyn-credyd-corfforaethol-arlein,,,,no,,Drwy gerdyn debyd neu gerdyn credyd corfforaethol ar-lein,Via corporate debit card or corporate credit card,
,/sut-mae-taw-yn-gweithio/beth-iw-godi-taw-arno,,,,no,,Ar beth mae TAW yn cael ei chodi,On what VAT is raised,
,/codi-adennill-cofnodi-taw/cadw-cofnodion-taw,,,,no,,Cadw cofnodion TAW,Keep VAT Records,
,/twe-ar-lein/gwyliwr-bwrdd-gwaith-twe,,,,no,,Gwyliwr Bwrdd Gwaith TWE,TWE desktop viewer,
,/pensiwn-ychwanegol-y-wladwriaeth/contractio-allan,,,,no,,Contractio allan,Contracted out,
,/cymorth-ar-gyfer-llog-morgais/trosolwg,,,,no,,Trosolwg,overview,
,/treth-enillion-cyfalaf/cyfrifo-a-oes-angen-talu,,,,no,,Cyfrifo a oes angen i chi dalu,Calculate whether you need to pay,
,/done/rhoi-gwybod-am-gyflwr-meddygol,,,,no,,Rhowch adborth ar Rhoi gwybod i DVLA am gyflwr meddygol a allai effeithio ar eich gyrru,Give feedback on informing DVLA about a medical condition that may affect your driving,
,/rhoi-gwybod-am-eich-treth-enillion-cyfalaf-a-i-thalu,,,,no,,Rhoi gwybod am eich Treth Enillion Cyfalaf a’i thalu,Report your capital gains tax and pay,
,/prisio-ystad-rhywun-sydd-wedi-marw,,,,no,,Sut i brisio ystâd at ddiben Treth Etifeddiant a rhoi gwybod am ei gwerth,How to price an estate for the purpose of inheritance tax and report its value,
,/elusennau-a-threth,,,,no,,Elusennau a threth,Charities and tax,
,/help-ariannol-budd-daliadau,,,,no,,Cymorth ariannol os ydych yn anabl,Financial aid if you are disabled,
