query,link,score
application status,/guidance/living-in-the-uk-applying-from-within-the-uk,1
application status,/guidance/checking-the-status-of-your-student-finance-application,1
application status,/apply-to-come-to-the-uk,1
application status,/guidance/land-registry-portal-make-an-application-enquiry,1
digital assistant,/guidance/using-chatbots-and-webchat-tools,3
digital assistant,/guidance/help-online-for-self-assessment,3
digital assistant,/contact-hmrc,2
digital assistant,/log-in-register-hmrc-online-services,2
digital assistant,/government/organisations/government-digital-service,2
digital assistant,/government/organisations/hm-revenue-customs/contact/online-services-helpdesk,1
digital assistant,/guidance/download-the-hmrc-app,1
electoral roll,/electoral-register,3
electoral roll,/register-to-vote,2
electoral roll,/contact-electoral-registration-office,2
electoral roll,/government/collections/individual-electoral-registration,1
electoral roll,/reply-to-electoral-registration-office-about-your-voting-rights,1
electoral roll,/government/publications/about-individual-electoral-registration-ier,1
electoral roll,/register-to-vote-crown-servants-british-council-employees,1
electoral roll,/vote-uk-election,1
ihs fee,/healthcare-immigration-application,3
ihs fee,/government/publications/immigration-health-surcharge-caseworker-guidance/immigration-health-surcharge-caseworker-guidance-accessible,2
ihs fee,/apply-immigration-health-surcharge-refund,1
ihs fee,/government/publications/immigration-health-surcharge-applying-for-a-refund,1
ihs fee,/guidance/immigration-health-surcharge-for-eu-students-in-the-uk,1
ihs fee,/government/publications/immigration-health-surcharge-ihs-equality-impact-assessment-2023,1
ihs fee,/uk-family-visa,1
ihs fee,/apply-student-immigration-health-surcharge-refund,1
land,/government/organisations/land-registry,3
land,/get-information-about-property-and-land,2
land,/search-property-information-land-registry,2
land,/guidance/vat-on-land-and-property-notice-742,1
land,/registering-land-or-property-with-land-registry,1
land,/hmrc-internal-manuals/business-income-manual/bim60805,1
land,/government/publications/acquiring-land-cc33/acquiring-land,1
land,/hmrc-internal-manuals/construction-industry-scheme-reform/cisr14320,1
land,/guidance/using-the-homes-england-land-hub,1
new starter checklist,/guidance/starter-checklist-for-paye,3
new starter checklist,/new-employee,2
new starter checklist,/government/collections/paye-forms,1
new starter checklist,/get-paye-forms-p45-p60,1
renew drivers licence,/renew-driving-licence,3
renew drivers licence,/renew-driving-licence-at-70,2
renew drivers licence,/browse/driving/driving-licences,1
renew drivers licence,/renew-medical-driving-licence,1
customs,/goods-sent-from-abroad,3
customs,/government/collections/customs-declaration-service,3
customs,/bringing-goods-into-uk-personal-use,2
customs,/government/organisations/hm-revenue-customs,2
customs,/import-customs-declaration,2
customs,/guidance/get-access-to-the-customs-declaration-service,2
customs,/customs-seizures,1
customs,/government/collections/import-export-and-customs-for-businesses-detailed-information,1
customs,/guidance/import-and-export-customs-comprehensive-guarantees-ccgs,1
customs,/guidance/transit-and-other-suspensive-regimes,1
customs,/government/collections/working-out-the-customs-value-of-your-imported-goods,1
holidays,/holiday-entitlement-rights,3
holidays,/bank-holidays,2
holidays,/calculate-your-holiday-entitlement,2
holidays,/school-term-holiday-dates,2
holidays,/browse/working/time-off,2
holidays,/calculate-agricultural-holiday-entitlement,1
holidays,/government/publications/simplifying-holiday-entitlement-and-holiday-pay-calculations,1
hmrc log on,/log-in-register-hmrc-online-services,3
homeless,/if-youre-homeless-at-risk-of-homelessness,3
homeless,/homelessness-help-from-council,2
homeless,/guidance/homelessness-data-notes-and-definitions,2
homeless,/government/collections/homelessness-statistics,1
homeless,/guidance/i-am-a-veteran-i-am-homeless-or-i-am-at-risk-of-becoming-homeless,1
homeless,/government/publications/homelessness-applying-all-our-health/homelessness-applying-all-our-health,1
homeless,/guidance/homelessness-code-of-guidance-for-local-authorities/chapter-6-homeless-or-threatened-with-homelessness,1
homeless,/guidance/housing-and-homelessness-support-to-the-armed-forces-community,1
homeless,/government/publications/universal-credit-and-homeless-people,1
homeless,/government/publications/discharging-people-at-risk-of-or-experiencing-homelessness/discharging-people-at-risk-of-or-experiencing-homelessness,1
homeless,/guidance/district-provision-tool/housing-and-homelessness,1
homeless,/government/publications/universal-credit-and-homeless-people/universal-credit-and-homeless-people-guide-for-supporting-organisations,1
homeless,/guidance/homelessness-code-of-guidance-for-local-authorities/chapter-8-priority-need,1
homeless,/your-rights-to-housing-if-youre-under-18,1
homeless,/guidance/getting-homelessness-support-as-a-veteran,1
homeless,/government/statistics/statutory-homelessness-in-england-october-to-december-2023/statutory-homelessness-in-england-october-to-december-2023,1
pension contributions,/check-national-insurance-record,3
pension contributions,/tax-on-your-private-pension,2
pension contributions,/workplace-pensions,2
pension contributions,/personal-pensions-your-rights,2
pension contributions,/voluntary-national-insurance-contributions,2
pension contributions,/plan-retirement-income,1
pension contributions,/guidance/pension-schemes-work-out-your-tapered-annual-allowance,1
pension contributions,/guidance/self-assessment-claim-tax-relief-on-pension-contributions,1
pension contributions,/new-state-pension,1
pension contributions,/guidance/how-voluntary-contributions-are-affected-by-the-public-service-pensions-remedy,1
pension contributions,/guidance/paying-a-company-pension-or-annuity-through-your-payroll,1
pension contributions,/employers-workplace-pensions-rules,1
pension contributions,/pension-types,1
pip appeal,/appeal-benefit-decision,3
pip appeal,/challenge-appeal-benefit-decision,2
pip appeal,/pip,2
pip appeal,/mandatory-reconsideration,2
pip appeal,/administrative-appeals-tribunal-decisions/sr-v-the-secretary-of-state-for-work-and-pensions-personal-independent-payment-2024-ukut-198-aac,1
pip appeal,/administrative-appeals-tribunal,1
visa login,/sign-in-visa,3
visa login,/guidance/using-your-uk-visas-and-immigration-account,2
visa login,/update-uk-visas-immigration-account-details,2
visa login,/get-access-evisa,1
visa login,/standard-visitor,1
visa login,/guidance/online-immigration-status-evisa,1
visa login,/using-your-gov-uk-one-login,1
visa login,/student-visa,1
visa login,/sign-in,1
family reunion,/settlement-refugee-or-humanitarian-protection,3
family reunion,/government/publications/family-reunion-instruction,2
family reunion,/guidance/immigration-rules/immigration-rules-appendix-family-reunion-protection,2
family reunion,/government/publications/family-reunion-instruction/family-reunion-accessible,2
family reunion,/uk-family-visa,2
family reunion,/family-permit,2
family reunion,/apply-to-come-to-the-uk,1
family reunion,/guidance/afghan-citizens-resettlement-scheme-pathway-3-eligibility-for-british-council-and-gardaworld-contractors-and-chevening-alumni,1
family reunion,/government/publications/a-reinspection-of-family-reunion-applications-september-october-2022,1
family reunion,/government/statistics/immigration-statistics-october-to-december-2016/family,1
family reunion,/guidance/immigration-rules/immigration-rules-appendix-fm-family-members,1
family reunion,/government/statistics/immigration-system-statistics-year-ending-september-2023/safe-and-legal-humanitarian-routes-to-the-uk,1
pakistan,/foreign-travel-advice/pakistan,3
pakistan,/government/publications/pakistan-country-policy-and-information-notes,2
pakistan,/government/publications/pakistan-country-policy-and-information-notes/country-policy-and-information-note-internal-relocation-pakistan-july-2024-accessible,2
pakistan,/world/pakistan/news,1
pakistan,/world/organisations/british-high-commission-islamabad,1
pakistan,/guidance/living-in-pakistan,1
pakistan,/government/news/pm-meeting-with-prime-minister-of-pakistan-26-september-2024,1
pakistan,/government/publications/pakistan-country-policy-and-information-notes/country-policy-and-information-note-actors-of-protection-pakistan-may-2023-accessible,1
pakistan,/government/publications/exporting-to-pakistan,1
pakistan,/guidance/ip-in-pakistan,1
find out about money taken off your universal credit payments'.,/guidance/find-out-about-money-taken-off-your-universal-credit-payment,3
find out about money taken off your universal credit payments'.,/tax-credits-overpayments,2
find out about money taken off your universal credit payments'.,/bills-benefits,1
find out about money taken off your universal credit payments'.,/benefit-overpayments,1
find out about money taken off your universal credit payments'.,/universal-credit,1
find out about money taken off your universal credit payments'.,/government/publications/tax-credits-debt-in-universal-credit/tax-credits-debt-in-universal-credit--2,1
pay enquiry settlement,/guidance/pay-taxes-penalties-and-enquiry-settlements,3
pay enquiry settlement,/pay-psa,2
pay enquiry settlement,/paye-settlement-agreements/deadlines-and-payment,1
passport office,/government/organisations/hm-passport-office,3
passport office,/find-regional-passport-office,2
passport office,/passport-advice-line,2
passport office,/track-passport-application,2
passport office,/get-a-passport-urgently,2
passport office,/renew-adult-passport,1
passport office,/government/organisations/uk-passport-service,1
passport office,/apply-first-adult-passport,1
passport office,/changing-passport-information,1
passport office,/government/organisations/identity-and-passport-service,1
prove my status,/view-prove-immigration-status,3
prove my status,/prove-right-to-work,2
prove my status,/settled-status-eu-citizens-families,1
prove my status,/guidance/ask-the-home-office-to-check-your-immigration-status-is-correct,1
prove my status,/guidance/online-immigration-status-evisa,1
prove my status,/government/publications/view-and-prove-your-immigration-status-evisa,1
jobseekers allowance,/jobseekers-allowance,3
jobseekers allowance,/guidance/new-style-jobseekers-allowance,2
jobseekers allowance,/how-to-claim-new-style-jsa,2
jobseekers allowance,/contact-jobcentre-plus,2
tax and mot,/check-vehicle-tax,3
tax and mot,/browse/driving/vehicle-tax-mot-insurance,3
tax and mot,/check-mot-status,2
tax and mot,/historic-vehicles,1
tax and mot,/vehicle-tax,1
apply for citizenship,/apply-citizenship-indefinite-leave-to-remain,3
